fixed.acidity volatile.acidity citric.acid residual.sugar chlorides free.sulfur.dioxide total.sulfur.dioxide density pH sulphates alcohol quality
2.054124	-0.2744368	-3.218876	0.8329091	-2.385967	2.70805	3.988984	0.997	3.26	-0.4307829	2.282382	5
2.415914	-1.272966	-0.5798185	0.6418539	-2.590267	2.833213	4.094345	0.998	3.16	-0.5447272	2.282382	6
2.066863	-0.5108256	-2.813411	0.4700036	-2.673649	2.70805	4.077537	0.9964	3.3	-0.7765288	2.24071	5
2.054124	-0.5447272	-3.912023	0.6931472	-2.617296	2.197225	2.890372	0.9968	3.36	-0.5621189	2.251292	7
2.014903	-0.6931472	-1.021651	1.808289	-2.645075	2.833213	4.624973	0.9978	3.35	-0.2231436	2.351375	5
1.902108	-0.5447272	-2.525729	0.5877867	-2.333044	2.70805	4.174387	0.9959	3.28	-0.6161861	2.219203	5
2.014903	-0.6931472	-1.021651	1.808289	-2.645075	2.833213	4.624973	0.9978	3.35	-0.2231436	2.351375	5
2.054124	-0.4942963	-1.237874	0.4700036	-2.171557	2.197225	3.367296	0.9974	3.26	0.4446858	2.208274	5
2.186051	-0.4780358	-1.714798	1.335001	-1.737271	3.951244	4.976734	0.9986	3.16	-0.1278334	2.219203	5
2.186051	-0.4780358	-1.660731	1.360977	-1.771957	3.931826	4.997212	0.9986	3.17	-0.07257069	2.219203	5
2.140066	-1.272966	-0.5798185	0.5877867	-2.385967	3.555348	4.634729	0.9969	3.3	-0.2876821	2.351375	7
2.091864	-0.5798185	-1.272966	0.5306283	-0.9996723	2.772589	4.025352	0.9968	3.11	0.2468601	2.230014	5
2.00148	-0.5276327	-2.525729	1.481605	-2.453408	1.791759	3.367296	0.9974	3.38	-0.6931472	2.197225	4
2.066863	-1.139434	-0.6733446	0.5877867	-1.075873	2.833213	4.025352	0.9969	3.04	0.07696104	2.219203	6
2.186051	-1.514128	-0.7339692	0.5877867	-2.56395	3.367296	4.094345	0.9968	3.39	-0.6348783	2.24071	6
2.028148	-0.9416085	-1.171183	0.8329091	-2.501036	3.135494	4.26268	0.9982	3.52	-0.4307829	2.272126	5
2.066863	-0.8439701	-1.560648	0.4700036	-2.244316	2.302585	3.610918	0.9966	3.17	-0.09431068	2.251292	5
2.140066	-0.7133499	-2.207275	0.8329091	-2.476938	2.197225	4.204693	0.9968	3.17	-0.6348783	2.24071	5
1.931521	-0.9162907	-1.966113	0.8754687	-2.465104	3.044522	3.688879	0.9968	3.43	-0.4620355	2.272126	6
1.84055	-0.9416085	-1.832581	0.3364722	-2.525729	2.397895	3.135494	0.9955	3.34	-0.5798185	2.230014	5
2.028148	-0.8915981	-1.427116	0.5877867	-2.525729	1.386294	2.397895	0.9962	3.28	-0.5276327	2.251292	5
2.066863	-0.8439701	-1.560648	0.4700036	-2.244316	2.302585	3.610918	0.9966	3.17	-0.09431068	2.251292	5
1.902108	-0.3930426	-2.65926	0.8754687	-2.419119	2.833213	4.406719	0.9958	3.35	-0.6161861	2.312535	5
2.116256	-0.42312	-2.120264	0.8329091	-2.488915	2.70805	4.727388	0.9966	3.17	-0.4155154	2.282382	5
1.931521	-0.5025268	-2.120264	2.370244	-2.617296	3.688879	4.418841	0.9993	3.45	-0.6539265	2.24071	6
1.648659	-1.139434	-1.386294	0.5877867	-2.273026	2.564949	3.912023	0.9957	3.38	-0.597837	2.219203	5
2.054124	-0.5108256	-1.966113	0.8754687	-2.453408	1.098612	2.70805	0.9975	3.42	-0.5108256	2.379546	6
2.091864	-0.967584	-1.272966	0.7419373	-2.718101	2.564949	3.401197	0.9968	3.23	-0.3147107	2.272126	7
1.740466	0.1222176	-2.407946	0.4054651	-1.760261	1.94591	2.944439	0.994	3.5	-0.7339692	2.282382	4
1.987874	-0.7985077	-1.021651	1.774952	-2.60369	2.484907	4.465908	0.9978	3.33	-0.1863296	2.351375	5
1.987874	-0.7985077	-1.021651	1.774952	-2.60369	2.484907	4.465908	0.9978	3.33	-0.1863296	2.351375	5
2.174752	-0.4942963	-1.203973	1.029619	-2.430418	2.833213	3.828641	0.9976	3.26	-0.6733446	2.230014	4
2.014903	-0.7133499	-1.609438	0.9555114	-1.10262	2.079442	2.639057	0.9968	3.21	-0.1053605	2.351375	6
2.091864	-0.4155154	-1.514128	0.7884574	-2.673649	2.197225	3.135494	0.9968	3.3	0.1823216	2.332144	5
1.916923	-0.4004776	-3.912023	0.5877867	-2.995732	1.609438	2.397895	0.9962	3.48	-0.6539265	2.251292	5
1.526056	-0.6539265	-1.89712	0.7419373	-2.918771	2.079442	4.174387	0.9934	3.9	-0.5798185	2.572612	4
2.04122	-0.06720875	-0.8439701	0.7884574	-2.171557	3.091042	4.736198	0.997	3.25	-0.3147107	2.219203	5
2.163323	-1.237874	-0.6539265	0.4700036	-2.180367	2.484907	3.610918	0.9969	3.25	-0.5447272	2.251292	5
1.856298	-0.9162907	-1.469676	0.4700036	-2.718101	1.609438	2.484907	0.9958	3.34	-0.5798185	2.219203	5
1.722767	-1.171183	-0.9942523	0.3364722	-2.60369	2.484907	4.564348	0.9954	3.32	-0.5447272	2.219203	5
2.174752	-0.4155154	-1.347074	0.5306283	-2.60369	1.386294	3.135494	0.9971	3.15	-0.3011051	2.219203	5
1.88707	-0.6539265	-3.218876	0.7884574	-2.673649	2.079442	2.70805	0.9956	3.4	-0.4620355	2.24071	6
1.88707	-0.6931472	-3.218876	0.7419373	-2.688248	1.791759	2.639057	0.9955	3.39	-0.4462871	2.24071	6
2.151762	-0.967584	-1.021651	1.098612	-2.513306	3.401197	4.779123	0.997	3.2	-0.5798185	2.24071	5
2.028148	-0.6733446	-1.89712	1.029619	-2.207275	3.496508	4.290459	0.9955	3.17	-0.4620355	2.322388	6
2.04122	-0.4780358	-3.218876	1.335001	-2.476938	3.218876	3.806662	0.9978	3.34	-0.6348783	2.251292	5
2.322388	-0.8675006	-0.5621189	1.223775	-2.65926	1.386294	2.302585	0.9971	3.04	-0.4620355	2.261763	5
2.014903	-0.4620355	-2.120264	1.629241	-2.198225	3.912023	4.70048	0.9983	3.26	-0.2613648	2.24071	5
2.054124	-0.5276327	-1.714798	0.8329091	-2.577022	2.833213	3.988984	0.9975	3.43	-0.5276327	2.302585	5
1.987874	-0.9416085	-1.171183	0.8754687	-2.60369	2.197225	3.828641	0.9962	3.41	-0.6161861	2.24071	6
2.174752	-0.9162907	-0.9162907	0.7884574	-2.538307	2.944439	3.951244	0.998	3.44	-0.4462871	2.219203	5
2.04122	-0.3710637	-0.7133499	0.5877867	-2.162823	2.995732	4.718499	0.9968	3.21	-0.3424903	2.230014	5
2.014903	-0.6539265	-1.832581	0.6418539	-2.465104	2.484907	3.555348	0.9968	3.38	-0.4780358	2.251292	7
1.94591	-0.3078848	-2.995732	0.6931472	-2.513306	2.564949	3.988984	0.9966	3.39	-0.5621189	2.282382	5
